Station Name,Time Period,Avg Daily Entries_x,Date,Avg. Daily Rides,City,State,Line,Time Category,Quarter,Metro Lines,Weekday/Weekend,Service Hours,Average fare_x,Avg Daily Tapped Entries_y,Avg Daily NonTap Entries_y,Avg Daily Entries_y,Average fare_y,Total Expected Revenue_y,Actual Revenue_y,Revenue loss_y,Paying Riders_y,Non Paying Riders_y
Eastern Market,Evening,0.3K,45647,300, WASHINGTON, DC,"blue, orange, silver",Evening,4th Qtr,Blue Line ,Weekend,7pm-12am,2.4,339,7,346,2.4,830.4,813.6,16.8,0.979768786,0.020231214
Eastern Market,PM Peak,0.8K,45647,800, WASHINGTON, DC,"blue, orange, silver",PM Peak Hours,4th Qtr,Blue Line ,Weekend,3pm-7pm,2.4,778,26,804,2.4,1929.6,1867.2,62.4,0.967661692,0.032338308
Eastern Market,Midday,1.1K,45647,1100, WASHINGTON, DC,"blue, orange, silver",Midday,4th Qtr,Blue Line ,Weekend,9:30am-3pm,2.4,1002,50,1052,2.4,2524.8,2404.8,120,0.952471483,0.047528517
Eastern Market,AM Peak,0.1K,45647,100, WASHINGTON, DC,"blue, orange, silver",AM Peak Hours,4th Qtr,Blue Line ,Weekend,Open-9:30am,2.4,92,6,98,2.4,235.2,220.8,14.4,0.93877551,0.06122449
Eastern Market,Late Night,0.0K,45448,0, WASHINGTON, DC,"blue, orange, silver",Late Night,2nd Qtr,Blue Line ,Weekday,12am-Close,2.4,4,0,4,2.4,9.6,9.6,0,1,0
Eastern Market,Evening,0.7K,45448,700, WASHINGTON, DC,"blue, orange, silver",Evening,2nd Qtr,Blue Line ,Weekday,7pm-12am,2.4,645,17,662,2.4,1588.8,1548,40.8,0.974320242,0.025679758
Eastern Market,PM Peak,1.2K,45448,1200, WASHINGTON, DC,"blue, orange, silver",PM Peak Hours,2nd Qtr,Blue Line ,Weekday,3pm-7pm,2.4,1159,35,1194,2.4,2865.6,2781.6,84,0.970686767,0.029313233
Eastern Market,Midday,1.2K,45448,1200, WASHINGTON, DC,"blue, orange, silver",Midday,2nd Qtr,Blue Line ,Weekday,9:30am-3pm,2.4,1123,31,1154,2.4,2769.6,2695.2,74.4,0.973136915,0.026863085
Eastern Market,AM Peak,1.4K,45448,1400, WASHINGTON, DC,"blue, orange, silver",AM Peak Hours,2nd Qtr,Blue Line ,Weekday,Open-9:30am,2.4,1391,14,1405,2.4,3372,3338.4,33.6,0.990035587,0.009964413
Eastern Market,Late Night,0.0K,45458,0, WASHINGTON, DC,"blue, orange, silver",Late Night,2nd Qtr,Blue Line ,Weekend,12am-Close,2.4,45,0,45,2.4,108,108,0,1,0
Eastern Market,Evening,0.9K,45458,900, WASHINGTON, DC,"blue, orange, silver",Evening,2nd Qtr,Blue Line ,Weekend,7pm-12am,2.4,881,30,911,2.4,2186.4,2114.4,72,0.967069155,0.032930845
Eastern Market,PM Peak,1.2K,45458,1200, WASHINGTON, DC,"blue, orange, silver",PM Peak Hours,2nd Qtr,Blue Line ,Weekend,3pm-7pm,2.4,1177,27,1204,2.4,2889.6,2824.8,64.8,0.977574751,0.022425249
Eastern Market,Midday,1.8K,45458,1800, WASHINGTON, DC,"blue, orange, silver",Midday,2nd Qtr,Blue Line ,Weekend,9:30am-3pm,2.4,1760,21,1781,2.4,4274.4,4224,50.4,0.988208871,0.011791129
Eastern Market,AM Peak,0.2K,45458,200, WASHINGTON, DC,"blue, orange, silver",AM Peak Hours,2nd Qtr,Blue Line ,Weekend,Open-9:30am,2.4,185,3,188,2.4,451.2,444,7.2,0.984042553,0.015957447
Eastern Market,Late Night,0.0K,45357,0, WASHINGTON, DC,"blue, orange, silver",Late Night,1st Qtr,Blue Line ,Weekday,12am-Close,2.4,3,0,3,2.4,7.2,7.2,0,1,0
Eastern Market,Evening,0.7K,45357,700, WASHINGTON, DC,"blue, orange, silver",Evening,1st Qtr,Blue Line ,Weekday,7pm-12am,2.4,622,93,715,2.4,1716,1492.8,223.2,0.87,0.13
Eastern Market,PM Peak,1.2K,45357,1200, WASHINGTON, DC,"blue, orange, silver",PM Peak Hours,1st Qtr,Blue Line ,Weekday,3pm-7pm,2.4,1032,127,1159,2.4,2781.6,2476.8,304.8,0.89,0.11
Eastern Market,Midday,1.0K,45357,1000, WASHINGTON, DC,"blue, orange, silver",Midday,1st Qtr,Blue Line ,Weekday,9:30am-3pm,2.4,885,112,997,2.4,2392.8,2124,268.8,0.89,0.11
Eastern Market,AM Peak,1.4K,45357,1400, WASHINGTON, DC,"blue, orange, silver",AM Peak Hours,1st Qtr,Blue Line ,Weekday,Open-9:30am,2.4,1337,91,1428,2.4,3427.2,3208.8,218.4,0.94,0.06
Eastern Market,Late Night,0.0K,45374,0, WASHINGTON, DC,"blue, orange, silver",Late Night,1st Qtr,Blue Line ,Weekend,12am-Close,2.4,40,5,45,2.4,108,96,12,0.888888889,0.111111111
Eastern Market,Evening,0.8K,45374,800, WASHINGTON, DC,"blue, orange, silver",Evening,1st Qtr,Blue Line ,Weekend,7pm-12am,2.4,743,73,816,2.4,1958.4,1783.2,175.2,0.910539216,0.089460784
Eastern Market,PM Peak,1.2K,45374,1200, WASHINGTON, DC,"blue, orange, silver",PM Peak Hours,1st Qtr,Blue Line ,Weekend,3pm-7pm,2.4,1108,68,1176,2.4,2822.4,2659.2,163.2,0.942176871,0.057823129
Eastern Market,Midday,1.3K,45374,1300, WASHINGTON, DC,"blue, orange, silver",Midday,1st Qtr,Blue Line ,Weekend,9:30am-3pm,2.4,1243,78,1321,2.4,3170.4,2983.2,187.2,0.940953823,0.059046177
Eastern Market,AM Peak,0.1K,45374,100, WASHINGTON, DC,"blue, orange, silver",AM Peak Hours,1st Qtr,Blue Line ,Weekend,Open-9:30am,2.4,103,23,126,2.4,302.4,247.2,55.2,0.817460317,0.182539683
Eastern Market,Late Night,0.0K,45539,0, WASHINGTON, DC,"blue, orange, silver",Late Night,3rd Qtr,Blue Line ,Weekday,12am-Close,2.4,14,1,15,2.4,36,33.6,2.4,0.933333333,0.066666667
Eastern Market,Evening,0.5K,45539,500, WASHINGTON, DC,"blue, orange, silver",Evening,3rd Qtr,Blue Line ,Weekday,7pm-12am,2.4,527,11,538,2.4,1291.2,1264.8,26.4,0.979553903,0.020446097
Eastern Market,PM Peak,1.1K,45539,1100, WASHINGTON, DC,"blue, orange, silver",PM Peak Hours,3rd Qtr,Blue Line ,Weekday,3pm-7pm,2.4,1093,21,1114,2.4,2673.6,2623.2,50.4,0.981149013,0.018850987
Eastern Market,Midday,0.9K,45539,900, WASHINGTON, DC,"blue, orange, silver",Midday,3rd Qtr,Blue Line ,Weekday,9:30am-3pm,2.4,911,20,931,2.4,2234.4,2186.4,48,0.978517723,0.021482277
Eastern Market,AM Peak,1.4K,45539,1400, WASHINGTON, DC,"blue, orange, silver",AM Peak Hours,3rd Qtr,Blue Line ,Weekday,Open-9:30am,2.4,1354,15,1369,2.4,3285.6,3249.6,36,0.989043097,0.010956903
Eastern Market,Late Night,0.1K,45556,100, WASHINGTON, DC,"blue, orange, silver",Late Night,3rd Qtr,Blue Line ,Weekend,12am-Close,2.4,67,0,67,2.4,160.8,160.8,0,1,0
Eastern Market,Evening,1.5K,45556,1500, WASHINGTON, DC,"blue, orange, silver",Evening,3rd Qtr,Blue Line ,Weekend,7pm-12am,2.4,1452,78,1530,2.4,3672,3484.8,187.2,0.949019608,0.050980392
Eastern Market,PM Peak,2.3K,45556,2300, WASHINGTON, DC,"blue, orange, silver",PM Peak Hours,3rd Qtr,Blue Line ,Weekend,3pm-7pm,2.4,2157,129,2286,2.4,5486.4,5176.8,309.6,0.943569554,0.056430446
Eastern Market,Midday,3.7K,45556,3700, WASHINGTON, DC,"blue, orange, silver",Midday,3rd Qtr,Blue Line ,Weekend,9:30am-3pm,2.4,3515,190,3705,2.4,8892,8436,456,0.948717949,0.051282051
Eastern Market,AM Peak,0.9K,45556,900, WASHINGTON, DC,"blue, orange, silver",AM Peak Hours,3rd Qtr,Blue Line ,Weekend,Open-9:30am,2.4,847,49,896,2.4,2150.4,2032.8,117.6,0.9453125,0.0546875
Eisenhower Ave,Late Night,0.0K,45630,0, ALEXANDRIA, VA,yellow,Late Night,4th Qtr,Yellow Line ,Weekday,12am-Close,2.4,3,0,3,2.4,7.2,7.2,0,1,0
Eisenhower Ave,Evening,0.1K,45630,100, ALEXANDRIA, VA,yellow,Evening,4th Qtr,Yellow Line ,Weekday,7pm-12am,2.4,108,4,112,2.4,268.8,259.2,9.6,0.964285714,0.035714286
Eisenhower Ave,PM Peak,0.4K,45630,400, ALEXANDRIA, VA,yellow,PM Peak Hours,4th Qtr,Yellow Line ,Weekday,3pm-7pm,2.4,423,13,436,2.4,1046.4,1015.2,31.2,0.970183486,0.029816514
Eisenhower Ave,Midday,0.3K,45630,300, ALEXANDRIA, VA,yellow,Midday,4th Qtr,Yellow Line ,Weekday,9:30am-3pm,2.4,262,5,267,2.4,640.8,628.8,12,0.981273408,0.018726592
Eisenhower Ave,AM Peak,0.7K,45630,700, ALEXANDRIA, VA,yellow,AM Peak Hours,4th Qtr,Yellow Line ,Weekday,Open-9:30am,2.4,704,20,724,2.4,1737.6,1689.6,48,0.972375691,0.027624309
Eisenhower Ave,Late Night,0.0K,45647,0, ALEXANDRIA, VA,yellow,Late Night,4th Qtr,Yellow Line ,Weekend,12am-Close,2.4,4,0,4,2.4,9.6,9.6,0,1,0
Eisenhower Ave,Evening,0.1K,45647,100, ALEXANDRIA, VA,yellow,Evening,4th Qtr,Yellow Line ,Weekend,7pm-12am,2.4,90,1,91,2.4,218.4,216,2.4,0.989010989,0.010989011
Eisenhower Ave,PM Peak,0.2K,45647,200, ALEXANDRIA, VA,yellow,PM Peak Hours,4th Qtr,Yellow Line ,Weekend,3pm-7pm,2.4,240,5,245,2.4,588,576,12,0.979591837,0.020408163
Eisenhower Ave,Midday,0.3K,45647,300, ALEXANDRIA, VA,yellow,Midday,4th Qtr,Yellow Line ,Weekend,9:30am-3pm,2.4,318,12,330,2.4,792,763.2,28.8,0.963636364,0.036363636
Eisenhower Ave,AM Peak,0.1K,45647,100, ALEXANDRIA, VA,yellow,AM Peak Hours,4th Qtr,Yellow Line ,Weekend,Open-9:30am,2.4,61,3,64,2.4,153.6,146.4,7.2,0.953125,0.046875
Eisenhower Ave,Late Night,0.0K,45448,0, ALEXANDRIA, VA,yellow,Late Night,2nd Qtr,Yellow Line ,Weekday,12am-Close,2.4,2,0,2,2.4,4.8,4.8,0,1,0
Eisenhower Ave,Evening,0.1K,45448,100, ALEXANDRIA, VA,yellow,Evening,2nd Qtr,Yellow Line ,Weekday,7pm-12am,2.4,126,1,127,2.4,304.8,302.4,2.4,0.992125984,0.007874016
Eisenhower Ave,PM Peak,0.4K,45448,400, ALEXANDRIA, VA,yellow,PM Peak Hours,2nd Qtr,Yellow Line ,Weekday,3pm-7pm,2.4,434,6,440,2.4,1056,1041.6,14.4,0.986363636,0.013636364
Eisenhower Ave,Midday,0.3K,45448,300, ALEXANDRIA, VA,yellow,Midday,2nd Qtr,Yellow Line ,Weekday,9:30am-3pm,2.4,271,3,274,2.4,657.6,650.4,7.2,0.989051095,0.010948905
Eisenhower Ave,AM Peak,0.6K,45448,600, ALEXANDRIA, VA,yellow,AM Peak Hours,2nd Qtr,Yellow Line ,Weekday,Open-9:30am,2.4,641,4,645,2.4,1548,1538.4,9.6,0.99379845,0.00620155
Eisenhower Ave,Late Night,0.0K,45458,0, ALEXANDRIA, VA,yellow,Late Night,2nd Qtr,Yellow Line ,Weekend,12am-Close,2.4,4,0,4,2.4,9.6,9.6,0,1,0
Eisenhower Ave,Evening,0.2K,45458,200, ALEXANDRIA, VA,yellow,Evening,2nd Qtr,Yellow Line ,Weekend,7pm-12am,2.4,200,4,204,2.4,489.6,480,9.6,0.980392157,0.019607843
Eisenhower Ave,PM Peak,0.3K,45458,300, ALEXANDRIA, VA,yellow,PM Peak Hours,2nd Qtr,Yellow Line ,Weekend,3pm-7pm,2.4,261,3,264,2.4,633.6,626.4,7.2,0.988636364,0.011363636
Eisenhower Ave,Midday,0.4K,45458,400, ALEXANDRIA, VA,yellow,Midday,2nd Qtr,Yellow Line ,Weekend,9:30am-3pm,2.4,356,8,364,2.4,873.6,854.4,19.2,0.978021978,0.021978022
Eisenhower Ave,AM Peak,0.1K,45458,100, ALEXANDRIA, VA,yellow,AM Peak Hours,2nd Qtr,Yellow Line ,Weekend,Open-9:30am,2.4,107,2,109,2.4,261.6,256.8,4.8,0.981651376,0.018348624
Eisenhower Ave,Late Night,0.0K,45357,0, ALEXANDRIA, VA,yellow,Late Night,1st Qtr,Yellow Line ,Weekday,12am-Close,2.4,1,0,1,2.4,2.4,2.4,0,1,0
Eisenhower Ave,Evening,0.1K,45357,100, ALEXANDRIA, VA,yellow,Evening,1st Qtr,Yellow Line ,Weekday,7pm-12am,2.4,108,9,117,2.4,280.8,259.2,21.6,0.92,0.08
Eisenhower Ave,PM Peak,0.4K,45357,400, ALEXANDRIA, VA,yellow,PM Peak Hours,1st Qtr,Yellow Line ,Weekday,3pm-7pm,2.4,410,23,433,2.4,1039.2,984,55.2,0.95,0.05
Eisenhower Ave,Midday,0.3K,45357,300, ALEXANDRIA, VA,yellow,Midday,1st Qtr,Yellow Line ,Weekday,9:30am-3pm,2.4,284,13,297,2.4,712.8,681.6,31.2,0.96,0.04
Eisenhower Ave,AM Peak,0.8K,45357,800, ALEXANDRIA, VA,yellow,AM Peak Hours,1st Qtr,Yellow Line ,Weekday,Open-9:30am,2.4,772,24,796,2.4,1910.4,1852.8,57.6,0.97,0.03
Eisenhower Ave,Late Night,0.0K,45374,0, ALEXANDRIA, VA,yellow,Late Night,1st Qtr,Yellow Line ,Weekend,12am-Close,2.4,2,0,2,2.4,4.8,4.8,0,1,0
Eisenhower Ave,Evening,0.1K,45374,100, ALEXANDRIA, VA,yellow,Evening,1st Qtr,Yellow Line ,Weekend,7pm-12am,2.4,128,15,143,2.4,343.2,307.2,36,0.895104895,0.104895105
Eisenhower Ave,PM Peak,0.3K,45374,300, ALEXANDRIA, VA,yellow,PM Peak Hours,1st Qtr,Yellow Line ,Weekend,3pm-7pm,2.4,251,14,265,2.4,636,602.4,33.6,0.947169811,0.052830189
Eisenhower Ave,Midday,0.4K,45374,400, ALEXANDRIA, VA,yellow,Midday,1st Qtr,Yellow Line ,Weekend,9:30am-3pm,2.4,349,19,368,2.4,883.2,837.6,45.6,0.948369565,0.051630435
Eisenhower Ave,AM Peak,0.1K,45374,100, ALEXANDRIA, VA,yellow,AM Peak Hours,1st Qtr,Yellow Line ,Weekend,Open-9:30am,2.4,70,9,79,2.4,189.6,168,21.6,0.886075949,0.113924051
Eisenhower Ave,Late Night,0.0K,45539,0, ALEXANDRIA, VA,yellow,Late Night,3rd Qtr,Yellow Line ,Weekday,12am-Close,2.4,1,0,1,2.4,2.4,2.4,0,1,0
Eisenhower Ave,Evening,0.1K,45539,100, ALEXANDRIA, VA,yellow,Evening,3rd Qtr,Yellow Line ,Weekday,7pm-12am,2.4,146,1,147,2.4,352.8,350.4,2.4,0.993197279,0.006802721
Eisenhower Ave,PM Peak,0.4K,45539,400, ALEXANDRIA, VA,yellow,PM Peak Hours,3rd Qtr,Yellow Line ,Weekday,3pm-7pm,2.4,381,5,386,2.4,926.4,914.4,12,0.987046632,0.012953368
Eisenhower Ave,Midday,0.3K,45539,300, ALEXANDRIA, VA,yellow,Midday,3rd Qtr,Yellow Line ,Weekday,9:30am-3pm,2.4,281,9,290,2.4,696,674.4,21.6,0.968965517,0.031034483
Eisenhower Ave,AM Peak,0.6K,45539,600, ALEXANDRIA, VA,yellow,AM Peak Hours,3rd Qtr,Yellow Line ,Weekday,Open-9:30am,2.4,629,5,634,2.4,1521.6,1509.6,12,0.992113565,0.007886435
Eisenhower Ave,Late Night,0.0K,45556,0, ALEXANDRIA, VA,yellow,Late Night,3rd Qtr,Yellow Line ,Weekend,12am-Close,2.4,5,0,5,2.4,12,12,0,1,0
Eisenhower Ave,Evening,0.1K,45556,100, ALEXANDRIA, VA,yellow,Evening,3rd Qtr,Yellow Line ,Weekend,7pm-12am,2.4,146,2,148,2.4,355.2,350.4,4.8,0.986486486,0.013513514
Eisenhower Ave,PM Peak,0.3K,45556,300, ALEXANDRIA, VA,yellow,PM Peak Hours,3rd Qtr,Yellow Line ,Weekend,3pm-7pm,2.4,281,8,289,2.4,693.6,674.4,19.2,0.972318339,0.027681661
Eisenhower Ave,Midday,0.5K,45556,500, ALEXANDRIA, VA,yellow,Midday,3rd Qtr,Yellow Line ,Weekend,9:30am-3pm,2.4,455,18,473,2.4,1135.2,1092,43.2,0.961945032,0.038054968
Eisenhower Ave,AM Peak,0.1K,45556,100, ALEXANDRIA, VA,yellow,AM Peak Hours,3rd Qtr,Yellow Line ,Weekend,Open-9:30am,2.4,137,6,143,2.4,343.2,328.8,14.4,0.958041958,0.041958042
Farragut North,Late Night,0.0K,45630,0, WASHINGTON, DC,red,Late Night,4th Qtr,Red Line ,Weekday,12am-Close,2.4,13,1,14,2.4,33.6,31.2,2.4,0.928571429,0.071428571
Farragut North,Evening,2.2K,45630,2200, WASHINGTON, DC,red,Evening,4th Qtr,Red Line ,Weekday,7pm-12am,2.4,2180,48,2228,2.4,5347.2,5232,115.2,0.978456014,0.021543986
Farragut North,PM Peak,8.9K,45630,8900, WASHINGTON, DC,red,PM Peak Hours,4th Qtr,Red Line ,Weekday,3pm-7pm,2.4,8817,120,8937,2.4,21448.8,21160.8,288,0.986572675,0.013427325
Farragut North,Midday,2.3K,45630,2300, WASHINGTON, DC,red,Midday,4th Qtr,Red Line ,Weekday,9:30am-3pm,2.4,2284,49,2333,2.4,5599.2,5481.6,117.6,0.978997,0.021003
Farragut North,AM Peak,0.7K,45630,700, WASHINGTON, DC,red,AM Peak Hours,4th Qtr,Red Line ,Weekday,Open-9:30am,2.4,711,15,726,2.4,1742.4,1706.4,36,0.979338843,0.020661157
Farragut North,Late Night,0.1K,45647,100, WASHINGTON, DC,red,Late Night,4th Qtr,Red Line ,Weekend,12am-Close,2.4,102,5,107,2.4,256.8,244.8,12,0.953271028,0.046728972
Farragut North,Evening,1.0K,45647,1000, WASHINGTON, DC,red,Evening,4th Qtr,Red Line ,Weekend,7pm-12am,2.4,924,36,960,2.4,2304,2217.6,86.4,0.9625,0.0375
Farragut North,PM Peak,1.6K,45647,1600, WASHINGTON, DC,red,PM Peak Hours,4th Qtr,Red Line ,Weekend,3pm-7pm,2.4,1560,84,1644,2.4,3945.6,3744,201.6,0.948905109,0.051094891
Farragut North,Midday,1.3K,45647,1300, WASHINGTON, DC,red,Midday,4th Qtr,Red Line ,Weekend,9:30am-3pm,2.4,1223,47,1270,2.4,3048,2935.2,112.8,0.962992126,0.037007874
Farragut North,AM Peak,0.2K,45647,200, WASHINGTON, DC,red,AM Peak Hours,4th Qtr,Red Line ,Weekend,Open-9:30am,2.4,165,9,174,2.4,417.6,396,21.6,0.948275862,0.051724138
Farragut North,Late Night,0.0K,45448,0, WASHINGTON, DC,red,Late Night,2nd Qtr,Red Line ,Weekday,12am-Close,2.4,21,1,22,2.4,52.8,50.4,2.4,0.954545455,0.045454545
Farragut North,Evening,2.2K,45448,2200, WASHINGTON, DC,red,Evening,2nd Qtr,Red Line ,Weekday,7pm-12am,2.4,2198,27,2225,2.4,5340,5275.2,64.8,0.987865169,0.012134831
Farragut North,PM Peak,8.2K,45448,8200, WASHINGTON, DC,red,PM Peak Hours,2nd Qtr,Red Line ,Weekday,3pm-7pm,2.4,8121,91,8212,2.4,19708.8,19490.4,218.4,0.988918656,0.011081344
Farragut North,Midday,2.3K,45448,2300, WASHINGTON, DC,red,Midday,2nd Qtr,Red Line ,Weekday,9:30am-3pm,2.4,2243,23,2266,2.4,5438.4,5383.2,55.2,0.989849956,0.010150044
Farragut North,AM Peak,0.8K,45448,800, WASHINGTON, DC,red,AM Peak Hours,2nd Qtr,Red Line ,Weekday,Open-9:30am,2.4,746,12,758,2.4,1819.2,1790.4,28.8,0.984168865,0.015831135
Farragut North,Late Night,0.1K,45458,100, WASHINGTON, DC,red,Late Night,2nd Qtr,Red Line ,Weekend,12am-Close,2.4,128,1,129,2.4,309.6,307.2,2.4,0.992248062,0.007751938
Farragut North,Evening,0.9K,45458,900, WASHINGTON, DC,red,Evening,2nd Qtr,Red Line ,Weekend,7pm-12am,2.4,930,8,938,2.4,2251.2,2232,19.2,0.991471215,0.008528785
Farragut North,PM Peak,1.3K,45458,1300, WASHINGTON, DC,red,PM Peak Hours,2nd Qtr,Red Line ,Weekend,3pm-7pm,2.4,1321,15,1336,2.4,3206.4,3170.4,36,0.988772455,0.011227545
Farragut North,Midday,1.2K,45458,1200, WASHINGTON, DC,red,Midday,2nd Qtr,Red Line ,Weekend,9:30am-3pm,2.4,1138,22,1160,2.4,2784,2731.2,52.8,0.981034483,0.018965517
Farragut North,AM Peak,0.2K,45458,200, WASHINGTON, DC,red,AM Peak Hours,2nd Qtr,Red Line ,Weekend,Open-9:30am,2.4,168,5,173,2.4,415.2,403.2,12,0.971098266,0.028901734
Farragut North,Late Night,0.0K,45357,0, WASHINGTON, DC,red,Late Night,1st Qtr,Red Line ,Weekday,12am-Close,2.4,13,1,14,2.4,33.6,31.2,2.4,0.93,0.07
Farragut North,Evening,2.1K,45357,2100, WASHINGTON, DC,red,Evening,1st Qtr,Red Line ,Weekday,7pm-12am,2.4,1972,90,2062,2.4,4948.8,4732.8,216,0.96,0.04
Farragut North,PM Peak,8.2K,45357,8200, WASHINGTON, DC,red,PM Peak Hours,1st Qtr,Red Line ,Weekday,3pm-7pm,2.4,8086,138,8224,2.4,19737.6,19406.4,331.2,0.98,0.02
Farragut North,Midday,2.0K,45357,2000, WASHINGTON, DC,red,Midday,1st Qtr,Red Line ,Weekday,9:30am-3pm,2.4,1913,90,2003,2.4,4807.2,4591.2,216,0.96,0.04
Farragut North,AM Peak,0.6K,45357,600, WASHINGTON, DC,red,AM Peak Hours,1st Qtr,Red Line ,Weekday,Open-9:30am,2.4,555,24,579,2.4,1389.6,1332,57.6,0.96,0.04
Farragut North,Late Night,0.1K,45374,100, WASHINGTON, DC,red,Late Night,1st Qtr,Red Line ,Weekend,12am-Close,2.4,103,16,119,2.4,285.6,247.2,38.4,0.865546218,0.134453782
Farragut North,Evening,1.1K,45374,1100, WASHINGTON, DC,red,Evening,1st Qtr,Red Line ,Weekend,7pm-12am,2.4,988,66,1054,2.4,2529.6,2371.2,158.4,0.937381404,0.062618596
Farragut North,PM Peak,1.4K,45374,1400, WASHINGTON, DC,red,PM Peak Hours,1st Qtr,Red Line ,Weekend,3pm-7pm,2.4,1386,59,1445,2.4,3468,3326.4,141.6,0.95916955,0.04083045
Farragut North,Midday,1.1K,45374,1100, WASHINGTON, DC,red,Midday,1st Qtr,Red Line ,Weekend,9:30am-3pm,2.4,1010,52,1062,2.4,2548.8,2424,124.8,0.951035782,0.048964218
Farragut North,AM Peak,0.1K,45374,100, WASHINGTON, DC,red,AM Peak Hours,1st Qtr,Red Line ,Weekend,Open-9:30am,2.4,111,13,124,2.4,297.6,266.4,31.2,0.89516129,0.10483871
Farragut North,Late Night,0.0K,45539,0, WASHINGTON, DC,red,Late Night,3rd Qtr,Red Line ,Weekday,12am-Close,2.4,29,0,29,2.4,69.6,69.6,0,1,0
Farragut North,Evening,1.9K,45539,1900, WASHINGTON, DC,red,Evening,3rd Qtr,Red Line ,Weekday,7pm-12am,2.4,1884,20,1904,2.4,4569.6,4521.6,48,0.989495798,0.010504202
Farragut North,PM Peak,8.1K,45539,8100, WASHINGTON, DC,red,PM Peak Hours,3rd Qtr,Red Line ,Weekday,3pm-7pm,2.4,8076,51,8127,2.4,19504.8,19382.4,122.4,0.993724622,0.006275378
Farragut North,Midday,2.1K,45539,2100, WASHINGTON, DC,red,Midday,3rd Qtr,Red Line ,Weekday,9:30am-3pm,2.4,2023,33,2056,2.4,4934.4,4855.2,79.2,0.983949416,0.016050584
Farragut North,AM Peak,0.6K,45539,600, WASHINGTON, DC,red,AM Peak Hours,3rd Qtr,Red Line ,Weekday,Open-9:30am,2.4,608,7,615,2.4,1476,1459.2,16.8,0.988617886,0.011382114
Farragut North,Late Night,0.2K,45556,200, WASHINGTON, DC,red,Late Night,3rd Qtr,Red Line ,Weekend,12am-Close,2.4,167,11,178,2.4,427.2,400.8,26.4,0.938202247,0.061797753
Farragut North,Evening,1.0K,45556,1000, WASHINGTON, DC,red,Evening,3rd Qtr,Red Line ,Weekend,7pm-12am,2.4,989,35,1024,2.4,2457.6,2373.6,84,0.965820313,0.034179688
Farragut North,PM Peak,1.4K,45556,1400, WASHINGTON, DC,red,PM Peak Hours,3rd Qtr,Red Line ,Weekend,3pm-7pm,2.4,1369,29,1398,2.4,3355.2,3285.6,69.6,0.97925608,0.02074392
Farragut North,Midday,1.3K,45556,1300, WASHINGTON, DC,red,Midday,3rd Qtr,Red Line ,Weekend,9:30am-3pm,2.4,1269,33,1302,2.4,3124.8,3045.6,79.2,0.974654378,0.025345622
Farragut North,AM Peak,0.2K,45556,200, WASHINGTON, DC,red,AM Peak Hours,3rd Qtr,Red Line ,Weekend,Open-9:30am,2.4,187,11,198,2.4,475.2,448.8,26.4,0.944444444,0.055555556
Farragut West,Late Night,0.0K,45630,0, WASHINGTON, DC,"blue, orange, silver",Late Night,4th Qtr,Blue Line ,Weekday,12am-Close,2.4,16,0,16,2.4,38.4,38.4,0,1,0
Farragut West,Evening,1.8K,45630,1800, WASHINGTON, DC,"blue, orange, silver",Evening,4th Qtr,Blue Line ,Weekday,7pm-12am,2.4,1737,30,1767,2.4,4240.8,4168.8,72,0.983022071,0.016977929
Farragut West,PM Peak,7.8K,45630,7800, WASHINGTON, DC,"blue, orange, silver",PM Peak Hours,4th Qtr,Blue Line ,Weekday,3pm-7pm,2.4,7633,129,7762,2.4,18628.8,18319.2,309.6,0.983380572,0.016619428
Farragut West,Midday,2.1K,45630,2100, WASHINGTON, DC,"blue, orange, silver",Midday,4th Qtr,Blue Line ,Weekday,9:30am-3pm,2.4,2043,43,2086,2.4,5006.4,4903.2,103.2,0.979386385,0.020613615
Farragut West,AM Peak,0.9K,45630,900, WASHINGTON, DC,"blue, orange, silver",AM Peak Hours,4th Qtr,Blue Line ,Weekday,Open-9:30am,2.4,903,18,921,2.4,2210.4,2167.2,43.2,0.980456026,0.019543974
Farragut West,Late Night,0.0K,45647,0, WASHINGTON, DC,"blue, orange, silver",Late Night,4th Qtr,Blue Line ,Weekend,12am-Close,2.4,2,0,2,2.4,4.8,4.8,0,1,0
Farragut West,Evening,0.0K,45647,0, WASHINGTON, DC,"blue, orange, silver",Evening,4th Qtr,Blue Line ,Weekend,7pm-12am,2.4,2,0,2,2.4,4.8,4.8,0,1,0
Farragut West,PM Peak,0.0K,45647,0, WASHINGTON, DC,"blue, orange, silver",PM Peak Hours,4th Qtr,Blue Line ,Weekend,3pm-7pm,2.4,8,0,8,2.4,19.2,19.2,0,1,0
Farragut West,Midday,0.0K,45647,0, WASHINGTON, DC,"blue, orange, silver",Midday,4th Qtr,Blue Line ,Weekend,9:30am-3pm,2.4,3,0,3,2.4,7.2,7.2,0,1,0
Farragut West,AM Peak,0.0K,45647,0, WASHINGTON, DC,"blue, orange, silver",AM Peak Hours,4th Qtr,Blue Line ,Weekend,Open-9:30am,2.4,3,0,3,2.4,7.2,7.2,0,1,0
Farragut West,Late Night,0.0K,45448,0, WASHINGTON, DC,"blue, orange, silver",Late Night,2nd Qtr,Blue Line ,Weekday,12am-Close,2.4,8,1,9,2.4,21.6,19.2,2.4,0.888888889,0.111111111
